Traits,Fruit Colour Description,Fruit Colour Description,Fruit Colour Description,Fruit Colour,Fruit Colour,Fruit Colour,Crown,Crown,Crown,Fruit Size,Fruit Size,Fruit Size,Fruit Shape,Fruit Shape,Fruit Shape,Conspicuousness,Conspicuousness,Conspicuousness,Measurement,Measurement,Measurement
Species,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1
Cyrtostachys glauca,0.7327586206896552,0.7327586206896552,0.7327586206896552,0.7,0.7,0.7,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.0,0.0,0.0
Cyrtostachys loriae,0.7327586206896552,0.7327586206896552,0.7327586206896552,0.7,0.7,0.7,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan
Cyrtostachys renda,0.625,0.95,0.6736842105263159,0.75,0.9545454545454546,0.8095238095238095,nan,nan,nan,1.0,1.0,1.0,0.75,0.9166666666666667,0.7878787878787878,nan,nan,nan
Daemonorops scapigera,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Desmoncus giganteus,0.6666666666666666,0.9666666666666667,0.7327586206896552,0.6666666666666666,0.9090909090909092,0.7,nan,nan,nan,nan,nan,nan,0.75,0.9166666666666667,0.7878787878787878,1.0,1.0,1.0
Desmoncus mitis,0.7155172413793103,0.6488095238095238,0.6736842105263159,0.7,0.7,0.7,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan
Desmoncus orthacanthos,0.8,0.9642857142857143,0.8564814814814814,0.8,0.8888888888888888,0.8125,nan,nan,nan,nan,nan,nan,0.375,0.25,0.3,1.0,1.0,1.0
Desmoncus polyacanthos,0.6064814814814814,0.6982758620689655,0.6309523809523809,0.611111111111111,0.65,0.6210526315789474,nan,nan,nan,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Desmoncus stans,0.48214285714285715,0.45,0.46551724137931033,0.4444444444444444,0.36363636363636365,0.39999999999999997,nan,nan,nan,nan,nan,nan,0.75,0.9166666666666667,0.7878787878787878,nan,nan,nan
Dictyocaryum ptarianum,0.7976190476190477,0.7314814814814814,0.7584415584415585,0.8333333333333333,0.95,0.8736842105263158,nan,nan,nan,nan,nan,nan,0.75,0.9166666666666667,0.7878787878787878,1.0,1.0,1.0
