Species,All Traits, , ,Without N/As,,,N/A Percentage
 ,Precision,Recall,F1-Score,Precision,Recall,F1-Score, 
Hoslundia opposita,0.8156130268199233,0.7063889758847479,0.7377690802348336,0.8353174603174603,0.779031370390754,0.8015861140206494,0.2608695652173913
Hymenocardia acida,0.7819216182048041,0.7049632352941176,0.729530495831505,0.8049040511727079,0.7954545454545454,0.7999650288511977,0.391304347826087
Hymenocardia heudelotii,0.8928571428571428,0.6142857142857143,0.6260465116279069,1.0,1.0,1.0,0.6956521739130435
Hyphaene thebaica,0.5454545454545454,0.9624060150375939,0.5638020833333334,0.5454545454545454,0.9166666666666667,0.5378787878787878,0.5652173913043478
Ipomoea carnea ssp. fistulosa,0.8592105263157894,0.7509191176470589,0.7852564102564102,0.9052631578947368,0.9052631578947368,0.9052631578947368,0.2608695652173913
Isoberlinia doka,0.8404322949777495,0.6677106169746321,0.7008928571428571,0.8956796628029504,0.8525821596244132,0.8720238095238095,0.43478260869565216
Isoberlinia tomentosa,0.7937062937062938,0.6415441176470589,0.6661684105630294,0.8682219419924337,0.89247311827957,0.8796747967479674,0.5217391304347826
Ixora brachypoda,0.764344262295082,0.6096938775510203,0.6193181818181819,0.8137755102040816,0.7673913043478261,0.7859649122807018,0.6086956521739131
Jasminum dichotomum,0.7335805084745763,0.62287545277236,0.6354541465555068,0.7617827868852459,0.7172619047619048,0.7331947331947332,0.391304347826087
Jasminum obtusifolium,0.6098484848484849,0.5079495614035088,0.44166666666666665,0.6136363636363636,0.5694444444444444,0.5666666666666667,0.9130434782608695
Jatropha curcas,0.8111926605504587,0.7494117647058823,0.7717946638553239,0.8214893617021277,0.7829588014981272,0.7990064580228515,0.13043478260869565
Jatropha gossypiifolia,0.7872807017543859,0.689033189033189,0.7140418267178831,0.8422131147540983,0.8544142614601018,0.848030018761726,0.391304347826087
Keetia cornelia,0.6192307692307693,0.5175736961451247,0.4710526315789474,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.9130434782608695
Keetia venosa,0.8172669491525424,0.6761764705882353,0.704954128440367,0.8694852941176471,0.8383838383838385,0.8525021949078139,0.43478260869565216
Khaya senegalensis,0.7872807017543859,0.689033189033189,0.7140418267178831,0.7992424242424243,0.7219101123595506,0.7468085106382979,0.13043478260869565
Kigelia africana,0.6927939317319849,0.6372637263726373,0.6521287642782969,0.7232142857142857,0.7157652474108169,0.7193213397689044,0.2608695652173913
Landolphia heudelotii,0.8384439359267735,0.7134199134199134,0.7448944271374178,0.8681114551083591,0.8010126582278481,0.8270509977827051,0.2608695652173913
Lannea acida,0.8237250554323725,0.6403846153846153,0.6688514021704094,0.864448051948052,0.8025606469002695,0.8278899082568808,0.5217391304347826
Lannea barteri,0.8011363636363636,0.7378205128205129,0.7613960113960113,0.8086363636363636,0.7647173489278752,0.7829408686551544,0.08695652173913043
Lannea egregia,0.8190104166666667,0.5785256410256411,0.5828544061302683,0.8452380952380952,0.7577777777777778,0.7861635220125786,0.7391304347826086
Lannea fruticosa,0.639344262295082,0.5612061206120612,0.5593423019431988,0.6772727272727272,0.6576819407008087,0.665954415954416,0.5217391304347826
Lannea humilis,0.7513661202185793,0.6239892183288409,0.6473684210526316,0.7878787878787878,0.7706552706552707,0.7787155963302752,0.5217391304347826
Lannea microcarpa,0.770140428677014,0.6144691512683996,0.6329540665823852,0.8146167557932265,0.7770800627943486,0.7933333333333334,0.5217391304347826
Lannea schimperi,0.7513661202185793,0.6239892183288409,0.6473684210526316,0.7797619047619048,0.7486772486772486,0.7622377622377622,0.4782608695652174
Lannea velutina,0.7132936507936508,0.5689102564102564,0.5707093821510297,0.78125,0.8116883116883117,0.7948717948717948,0.6956521739130435
Lantana camara,0.8077803203661327,0.6940836940836941,0.7217030114226376,0.8127696289905091,0.7636363636363637,0.780564263322884,0.34782608695652173
Lawsonia inermis,0.7757540148844497,0.7156862745098039,0.7369184805804524,0.7868504772004241,0.7633885102239533,0.7737355811889973,0.21739130434782608
Lecaniodiscus cupanioides,0.7349726775956285,0.6053921568627452,0.6193181818181819,0.7692307692307692,0.7550607287449393,0.7615584415584415,0.5652173913043478
Leptadenia hastata,0.7511125238397965,0.6210171568627452,0.6394618834080718,0.8061538461538462,0.8061538461538462,0.8061538461538462,0.5217391304347826
Leptadenia pyrotechnica,0.8562091503267973,0.7452405676704742,0.7824675324675324,0.8875711574952562,0.8875711574952562,0.8875711574952562,0.391304347826087
Leucaena leucocephala,0.7885964912280701,0.7216981132075472,0.7462121212121212,0.8157534246575342,0.8278805120910384,0.8215593929879643,0.30434782608695654
Lippia chevalieri,0.905511811023622,0.6129032258064516,0.6320366132723112,1.0,1.0,1.0,0.782608695652174
Loeseneriella africana,0.7648305084745763,0.6370614035087719,0.652128764278297,0.8194444444444444,0.7948717948717949,0.8057713651498335,0.4782608695652174
Lonchocarpus cyanescens,0.6636670416197975,0.541991341991342,0.5200168563000421,0.7023809523809523,0.6545454545454545,0.670076726342711,0.6956521739130435
Lonchocarpus laxiflorus,0.6991596638655462,0.6066606660666066,0.6193181818181818,0.7246575342465753,0.6808823529411765,0.6968591691995948,0.34782608695652173
Lonchocarpus sericeus,0.710727969348659,0.6320132013201321,0.6488659980121081,0.7420634920634921,0.7330220713073006,0.7372972972972973,0.34782608695652173
Lophira lanceolata,0.8852330591461026,0.8080175383651738,0.8376600899965385,0.8958937198067634,0.8529285099052542,0.8715909090909091,0.17391304347826086
Macrosphyra longistyla,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Maerua angolensis,0.8390804597701149,0.7124212421242124,0.74573055028463,0.8690476190476191,0.8321428571428571,0.848030018761726,0.391304347826087
Maerua crassifolia,0.7479508196721312,0.5965425531914894,0.5943732193732194,0.7898936170212766,0.7289915966386555,0.7485470747772183,0.5652173913043478
Maerua oblongifolia,0.7814645308924485,0.6808823529411765,0.7060114085125055,0.8051299133910725,0.757882882882883,0.7765617875056999,0.2608695652173913
Malacantha alnifolia,0.8053571428571429,0.6571691176470589,0.6850763807285547,0.8452380952380952,0.7985294117647059,0.8182533438237607,0.4782608695652174
Mangifera indica,0.7892675283979631,0.7425287356321839,0.7613960113960114,0.7957427536231885,0.7700578990901572,0.781557067271353,0.13043478260869565
Manilkara multinervis,0.8442796610169492,0.6842403628117913,0.7136752136752138,0.8660714285714286,0.7755376344086022,0.8045454545454545,0.391304347826087
Maranthes polyandra,0.6851092896174864,0.5813081308130813,0.5860488290981565,0.7302631578947368,0.7045454545454546,0.7156593406593406,0.5217391304347826
Margaritaria discoidea,0.7947368421052632,0.6765350877192983,0.6991768520828138,0.8114035087719298,0.7465277777777778,0.7672634271099744,0.34782608695652173
Markhamia tomentosa,0.6297117516629712,0.5576354679802955,0.5592105263157895,0.6558441558441558,0.6558441558441558,0.6558441558441558,0.6086956521739131
Maytenus senegalensis,0.8433886375062846,0.7189102564102564,0.7548859150861653,0.8712241653418125,0.8288732394366196,0.8473438956197576,0.34782608695652173
Mimosa pigra,0.8535014005602242,0.6933210784313726,0.7290844324636565,0.8871794871794871,0.8257118205349439,0.8506069094304389,0.391304347826087
Mitragyna inermis,0.8740458015267176,0.5416666666666666,0.5048706751763521,0.9761904761904762,0.875,0.9163763066202091,0.8695652173913043
Monotes kerstingii,0.8383902233459756,0.7460171568627452,0.7765686704695043,0.8476190476190476,0.8096969696969698,0.8254475703324808,0.30434782608695654
Morelia senegalensis,0.8884615384615384,0.5606060606060606,0.5453375453375454,1.0,1.0,1.0,0.8695652173913043
Moringa oleifera,0.6981693363844395,0.6326593137254901,0.6488659980121081,0.7446018893387314,0.7549226441631505,0.7495265966603546,0.34782608695652173
Neocarya macrophylla,0.8947368421052632,0.5172413793103449,0.4745098039215686,1.0,1.0,1.0,0.9565217391304348
Newbouldia laevis,0.7297619047619048,0.6208894456623865,0.6394618834080719,0.7745535714285714,0.7603174603174603,0.7670377409720337,0.4782608695652174
Ochna rhizomatosa,0.7613095238095238,0.6317131713171317,0.6516799845961297,0.7857142857142857,0.7286751361161524,0.7493112947658402,0.43478260869565216
Ochna schweinfurthiana,0.853225806451613,0.6314131413141314,0.6537467700258397,0.9142857142857144,0.8625,0.8847006651884701,0.6086956521739131
Olax subscorpioidea,0.8816793893129771,0.5441176470588235,0.513981513981514,0.9047619047619048,0.7142857142857143,0.7473684210526316,0.8695652173913043
Oncoba spinosa,0.8327922077922079,0.7692939244663382,0.7941628264208909,0.8409090909090908,0.8105882352941176,0.8241298733243145,0.17391304347826086
Opilia celtidifolia,0.8514328808446455,0.6981292517006803,0.729530495831505,0.8840336134453781,0.8104619565217391,0.8376865671641791,0.391304347826087
Ormocarpum bibracteatum,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Oxytenanthera abyssinica,0.4959677419354839,0.462406015037594,0.47859922178988323,0.5,0.40384615384615385,0.44680851063829785,0.5652173913043478
Ozoroa insignis,0.8369047619047618,0.6664705882352941,0.6954545454545455,0.8535714285714285,0.7668463611859838,0.7941845764854614,0.4782608695652174
Pachystela pobeguiniana,0.6759689922480621,0.5327561327561328,0.500438596491228,0.7354838709677419,0.6798029556650246,0.7,0.782608695652174
Parinari curatellifolia,0.7757540148844497,0.7156862745098039,0.7369184805804524,0.7823498964803313,0.7525462962962963,0.7651219512195122,0.17391304347826086
Parkia biglobosa,0.7717445952740071,0.6692765424365801,0.6954545454545454,0.8043300653594772,0.7800751879699248,0.7910798122065728,0.34782608695652173
Parkinsonia aculeata,0.828544061302682,0.7311320754716981,0.763807285546416,0.8680555555555556,0.8843674456083803,0.8758620689655172,0.30434782608695654
Paullinia pinnata,0.7239583333333333,0.5526960784313726,0.5400457665903889,0.8125,0.8600000000000001,0.8330241187384044,0.7391304347826086
Pavetta cinereifolia,0.7654761904761904,0.6366421568627452,0.6588327457892675,0.8006912442396313,0.7602193419740777,0.7771260997067448,0.43478260869565216
Pavetta corymbosa,0.8450980392156863,0.6811764705882353,0.7127947069238654,0.8988505747126436,0.8644957983193278,0.8799342105263158,0.43478260869565216
Pavetta crassipes,0.774904214559387,0.6722172217221722,0.697298274148369,0.7970085470085471,0.7483621203097082,0.7674042965595218,0.34782608695652173
Pericopsis laxiflora,0.8197711379529562,0.6425736961451247,0.662845960301929,0.8529014844804319,0.7698658410732715,0.7974537037037037,0.5217391304347826
Phoenix dactylifera,0.5384615384615384,0.9548872180451128,0.547806524184477,0.5384615384615384,0.927710843373494,0.5324675324675324,0.43478260869565216
Phoenix reclinata,0.5384615384615384,0.9548872180451128,0.547806524184477,0.5384615384615384,0.9104477611940298,0.522248243559719,0.4782608695652174
Phyllanthus muellerianus,0.6798449612403101,0.5341176470588235,0.5048706751763521,0.7749999999999999,0.8273809523809523,0.7967479674796747,0.8260869565217391
Phyllanthus reticulatus,0.8409714061887975,0.7512265512265512,0.7799671592775042,0.8505434782608696,0.783724340175953,0.8083735909822867,0.13043478260869565
Phyllanthus welwitschianus,0.8159663865546218,0.6727941176470589,0.7032829498411477,0.8469696969696969,0.7915959252971138,0.8138786764705883,0.391304347826087
Piliostigma reticulatum,0.9319426885798567,0.828525641025641,0.8668112406252824,0.9567099567099566,0.9281159420289855,0.9413875598086123,0.2608695652173913
Piliostigma thonningii,0.8754740834386852,0.7855769230769231,0.8183789644890214,0.9055829228243021,0.8916490486257929,0.8983734372899583,0.2608695652173913
Pithecellobium dulce,0.7077538980193847,0.6397392290249433,0.6546104597987861,0.7250167672702884,0.7002985074626866,0.7101449275362319,0.30434782608695654
Prosopis africana,0.8237250554323725,0.6403846153846153,0.6688514021704094,0.8818181818181818,0.8564814814814814,0.8683685680095732,0.5217391304347826
Prosopis juliflora,0.7516233766233766,0.6789321789321789,0.6991768520828137,0.7655666251556662,0.737736900780379,0.749119718309859,0.2608695652173913
Protea madiensis,0.8661064425770308,0.7146141215106732,0.755275974025974,0.9010752688172043,0.865686274509804,0.8816598360655739,0.43478260869565216
Pseudocedrela kotschyi,0.781439393939394,0.7229222922292229,0.7437432443668412,0.7937271062271063,0.7633415435139572,0.7763612791702679,0.13043478260869565
Psidium guajava,0.900974025974026,0.8026960784313726,0.8376600899965385,0.9228998849252014,0.8868421052631579,0.9029512697323268,0.2608695652173913
Psorospermum febrifugum,0.7790322580645161,0.5948464912280702,0.5939393939393939,0.8285714285714285,0.7764423076923077,0.7955872809863724,0.6086956521739131
Psorospermum senegalense,0.72264631043257,0.5274036955840902,0.4947209653092006,0.7857142857142857,0.725,0.7491289198606272,0.8695652173913043
Psychotria psychotrioides,0.7797619047619048,0.5903846153846154,0.6013729977116705,0.8588709677419355,0.8973214285714286,0.8761904761904762,0.7391304347826086
Pteleopsis suberosa,0.788888888888889,0.5995710784313726,0.6112603416783067,0.8356973995271868,0.768939393939394,0.7948717948717949,0.6086956521739131
Pterocarpus erinaceus,0.707258064516129,0.58440065681445,0.5948941887806517,0.7565217391304347,0.7565217391304347,0.7565217391304347,0.6086956521739131
Pterocarpus lucens,0.7622405013709361,0.6932178932178932,0.7139573070607553,0.7608695652173914,0.7078313253012047,0.7251948051948052,0.13043478260869565
Pterocarpus santalinoides,0.759376986649714,0.6307692307692307,0.6537467700258397,0.8215636822194199,0.842741935483871,0.8315447154471545,0.4782608695652174
Punica granatum,0.8202380952380952,0.6474780701754386,0.665954415954416,0.8504464285714286,0.7548701298701299,0.7833333333333332,0.43478260869565216
Raphia sudanica,0.5555555555555556,0.9699248120300752,0.5844961240310078,0.5555555555555556,0.9024390243902439,0.5459459459459459,0.6086956521739131
Rhus natalensis,0.6815476190476191,0.5915091509150915,0.600077019351112,0.7036247334754797,0.6621392190152802,0.6765327695560254,0.43478260869565216
Ricinus communis,0.8113026819923372,0.6991421568627452,0.7295412844036697,0.871031746031746,0.9030172413793103,0.8854489164086687,0.43478260869565216
Rotula aquatica,0.8599726775956285,0.6520923520923521,0.6774814672186387,0.9175170068027211,0.8557971014492753,0.8810916179337231,0.5217391304347826
Rourea minor,0.7193486590038314,0.6434387723144379,0.662845960301929,0.7393790849673203,0.7219696969696969,0.7297721916732129,0.34782608695652173
Rourea thomsonii,0.6974206349206349,0.5585294117647058,0.5482511588706278,0.734375,0.7,0.7132616487455198,0.6956521739130435
Rytigynia senegalensis,0.8142076502732241,0.6327561327561327,0.6516799845961297,0.8611111111111112,0.7925,0.8186813186813187,0.5652173913043478
Saba comorensis,0.8458333333333333,0.7926282051282051,0.8144686742817584,0.8625,0.8519101123595505,0.857028845057576,0.17391304347826086
Saba senegalensis,0.7246858832224685,0.5974358974358974,0.6112603416783067,0.7613636363636364,0.7451550387596899,0.7526236881559221,0.5652173913043478
Salix subserrata,0.8625478927203065,0.7184704184704185,0.7530495831505046,0.9145936981757877,0.8846153846153846,0.8983253588516747,0.34782608695652173
Salvadora persica,0.777116704805492,0.6747474747474748,0.6985115957078574,0.8026315789473684,0.7564553990610329,0.7745609871855719,0.30434782608695654
Sapium ellipticum,0.8393939393939394,0.7496517135692393,0.7771442147778571,0.8416666666666667,0.7847222222222222,0.8045112781954887,0.17391304347826086
Sarcocephalus latifolius,0.8101092896174864,0.6286848072562359,0.6446969696969697,0.8464912280701755,0.7581699346405228,0.7870370370370371,0.5217391304347826
Sarcostemma viminale,0.6907563025210084,0.5982683982683983,0.6066055045871559,0.7328358208955223,0.703125,0.7154753643303262,0.43478260869565216
Sclerocarya birrea,0.7109649122807018,0.6298245614035087,0.6413916146297948,0.7406626506024097,0.6946881091617934,0.7105580088317944,0.2608695652173913
Securidaca longipedunculata,0.8159663865546218,0.6727941176470589,0.7032829498411477,0.8516129032258064,0.807909604519774,0.8264462809917354,0.391304347826087
Senna alata,0.7717445952740071,0.6692765424365801,0.6954545454545454,0.8112745098039216,0.7981220657276995,0.8043956043956044,0.30434782608695654
Senna siamea,0.8560893383902233,0.7847035040431267,0.8126922001677384,0.863524791359843,0.8184946236559141,0.8379862700228834,0.13043478260869565
Senna singueana,0.861904761904762,0.7048517520215634,0.7458912768647281,0.9103896103896103,0.9103896103896103,0.9103896103896103,0.5217391304347826
Sericanthe chevalieri,0.7955729166666667,0.5643424036281179,0.5482511588706278,0.8903508771929824,0.8436293436293436,0.8646153846153846,0.7391304347826086
Sesbania sesban,0.6706887883358472,0.60632633886627,0.6193181818181819,0.684995737425405,0.6643939393939394,0.6728728728728729,0.30434782608695654
Smilax anceps,0.7475769068689423,0.7033575631706472,0.7208333333333333,0.75,0.7338282078472959,0.741237677984666,0.21739130434782608
Spondias monbin,0.7557471264367817,0.6711538461538462,0.6954545454545455,0.7810077519379846,0.7495697074010327,0.7633136094674555,0.2608695652173913
Steganotaenia araliacea,0.7536873156342183,0.6844362745098039,0.7060114085125054,0.7641843971631206,0.719486531986532,0.7367216117216118,0.17391304347826086
Sterculia setigera,0.8162663295406658,0.7091111730286989,0.7359605911330049,0.8431180691454664,0.7975113122171946,0.8156028368794326,0.30434782608695654
Stereospermum kunthianum,0.7328947368421053,0.6561764705882354,0.6753201799930773,0.7347222222222223,0.696969696969697,0.7101449275362319,0.30434782608695654
Strophanthus sarmentosus,0.8267543859649122,0.7653133903133903,0.7900509204857031,0.8352272727272727,0.8118393234672304,0.8226600985221675,0.21739130434782608
Strychnos innocua,0.8026819923371648,0.6858823529411764,0.7136752136752137,0.8395931142410016,0.803921568627451,0.819406013650618,0.34782608695652173
Strychnos spinosa,0.7461035696329814,0.6363889662858735,0.6521287642782969,0.7891113892365458,0.7789855072463767,0.7837173579109062,0.5217391304347826
Swartzia madagascariensis,0.7802916038210156,0.6830870279146141,0.7113200156678418,0.801659125188537,0.7666666666666666,0.7818406641936053,0.30434782608695654
Syzygium guineense (2 ss sp),0.8747616020343294,0.6768676867686769,0.7113200156678419,0.8825910931174089,0.7755102040816326,0.8057713651498335,0.4782608695652174
Tacazzea apiculata,0.7547669491525424,0.6473651960784313,0.6700757575757575,0.7840485074626866,0.7504111842105263,0.7646673936750272,0.43478260869565216
Tamarindus indica,0.7252388134741077,0.6317647058823529,0.6488659980121081,0.7485294117647059,0.6985898942420682,0.7165584415584416,0.2608695652173913
Tamarix senegalensis,0.746606334841629,0.6610837438423645,0.6850763807285547,0.8135294117647058,0.9037878787878788,0.8459770114942529,0.5217391304347826
Tapinanthus dodoneifolius,0.49586776859504134,0.45112781954887216,0.47244094488188976,0.48863636363636365,0.38392857142857145,0.43,0.5652173913043478
Tapinanthus globiferus,0.53125,0.9436090225563909,0.5289430513241153,0.53125,0.9107142857142857,0.5098039215686274,0.391304347826087
Tapinanthus pentagonia,0.4961832061068702,0.48872180451127817,0.4924242424242424,0.4722222222222222,0.425,0.4473684210526316,0.8695652173913043
Tapinanthus voltensis,0.4957983193277311,0.44360902255639095,0.46825396825396826,0.4921875,0.40384615384615385,0.44366197183098594,0.391304347826087
Tectona grandis,0.8053571428571429,0.6571691176470589,0.6850763807285547,0.8365191146881288,0.7667464114832536,0.7931873479318735,0.391304347826087
Tephrosia vogelii,0.6222222222222222,0.5451559934318555,0.540045766590389,0.6704980842911877,0.7050691244239631,0.6833333333333333,0.6956521739130435
Terminalia albida,0.8301462317210349,0.5919198246163483,0.6013729977116704,0.9113300492610837,0.9113300492610837,0.9113300492610837,0.7391304347826086
Terminalia avicennioides,0.7837301587301587,0.5939244663382595,0.6080496080496081,0.8557692307692308,0.8915343915343915,0.8716981132075472,0.7391304347826086
Terminalia brownii,0.8492997198879553,0.6870687068706871,0.7208333333333333,0.8904761904761904,0.8269537480063796,0.8529411764705883,0.391304347826087
Terminalia catappa,0.8726190476190476,0.6806637806637807,0.7127947069238655,0.9166666666666667,0.8334845735027223,0.8650137741046832,0.391304347826087
Terminalia laxiflora,0.7650162337662337,0.7000612745098039,0.7217030114226375,0.7846590909090909,0.7676282051282051,0.775454045129334,0.2608695652173913
Terminalia macroptera,0.7278645833333333,0.5548073911681803,0.5453375453375453,0.7938596491228069,0.7586872586872586,0.7743589743589743,0.7391304347826086
Terminalia mantaly,0.8778032036613272,0.7476747674767477,0.7852564102564102,0.9046854942233633,0.8411796536796536,0.8670469504168494,0.2608695652173913
Terminalia mollis,0.7571428571428571,0.6270588235294118,0.6446969696969698,0.7909663865546219,0.7314118629908104,0.7534119824196159,0.391304347826087
Terminalia schimperiana,0.8868347338935574,0.7071707170717072,0.7462121212121211,0.9384976525821596,0.8815359477124183,0.9062568127316328,0.391304347826087
Tetracera alnifolia,0.7290322580645161,0.5791306770688214,0.5742755367286031,0.7770833333333333,0.7159090909090908,0.7373188405797102,0.6086956521739131
Thevetia neriifolia,0.8994397759103642,0.7285256410256411,0.77299451918286,0.930952380952381,0.8608452950558214,0.8897058823529411,0.43478260869565216
Tinospora bakis,0.8089080459770115,0.6715425531914894,0.6919540229885057,0.8062770562770563,0.7105654761904762,0.7285714285714285,0.2608695652173913
Trema orientalis,0.8647597254004576,0.725907029478458,0.7597951344430218,0.8786184210526315,0.7894869215291751,0.8186557700436804,0.21739130434782608
Tricalysia okelensis,0.7150127226463104,0.5253525352535253,0.48659003831417624,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8695652173913043
Trichilia emetica,0.8215042372881356,0.6821182118211822,0.7127947069238654,0.8377568493150684,0.7598814229249011,0.7865707434052759,0.34782608695652173
Uapaca togoensis,0.7991935483870968,0.6113111311131113,0.626046511627907,0.8333333333333334,0.7613240418118467,0.7868217054263565,0.5652173913043478
Uvaria chamae,0.7889344262295082,0.635576923076923,0.661188369152971,0.8583333333333334,0.8845007451564828,0.8706431908012935,0.5217391304347826
Vepris heterophylla,0.8834586466165413,0.515625,0.4643455834945197,0.9285714285714286,0.75,0.7948717948717948,0.9565217391304348
Vernonia amygdalina,0.7711926605504588,0.7264093137254901,0.7437432443668412,0.7747826086956522,0.7476489028213166,0.7592592592592593,0.13043478260869565
Vernonia colorata,0.7868347338935574,0.6641025641025641,0.692874937717987,0.8263440860215053,0.8109631147540983,0.8182533438237607,0.43478260869565216
Vernonia thomsoniana,0.8471395881006865,0.7275727572757276,0.7613960113960114,0.8793859649122806,0.8290760869565217,0.8504645760743322,0.2608695652173913
Vitellaria paradoxa,0.8691075514874143,0.7327561327561327,0.7680858428521979,0.8911886457717326,0.8024691358024691,0.8342710997442455,0.21739130434782608
Vitex chrysocarpa,0.8303571428571428,0.5979411764705882,0.6047197640117994,0.9236111111111112,0.9236111111111112,0.9236111111111112,0.6956521739130435
Vitex doniana,0.8723684210526316,0.7788177339901478,0.8126922001677384,0.8861111111111111,0.8367248062015504,0.8579545454545454,0.21739130434782608
Vitex madiensis,0.7547669491525424,0.6473651960784313,0.6700757575757575,0.7779605263157895,0.7266934942991281,0.746276889134032,0.34782608695652173
Vitex simplicifolia,0.875,0.5789473684210527,0.5649350649350648,0.9333333333333333,0.8,0.8392857142857142,0.7391304347826086
Voacanga africana,0.8452380952380952,0.6776960784313726,0.7113200156678416,0.8934837092731829,0.8568181818181818,0.8732142857142857,0.4782608695652174
Xeroderris stuhlmannii,0.687280701754386,0.6337300344503602,0.6488659980121081,0.7117088607594937,0.7042124542124542,0.7077831287867018,0.2608695652173913
Ximenia americana,0.6720085470085471,0.6393939393939394,0.6497980517937753,0.6788693234476366,0.6663793103448276,0.6717233686558839,0.21739130434782608
Xylopia parviflora,0.9201680672268908,0.7205882352941176,0.7627434535458019,0.9477611940298507,0.8409090909090908,0.8778463502872953,0.391304347826087
Zanthoxylum zanthoxyloides,0.812280701754386,0.7018140589569161,0.72911051212938,0.8642857142857143,0.8519668737060041,0.8578698017195999,0.34782608695652173
Ziziphus abyssinica,0.7960526315789473,0.7025202520252025,0.729530495831505,0.8095238095238095,0.7564102564102564,0.7767042404723564,0.21739130434782608
Ziziphus lotus ssp. saharae,0.683944374209861,0.625974025974026,0.6388140161725068,0.6837725381414701,0.6323676323676324,0.6449026345933562,0.08695652173913043
Ziziphus mauritiana,0.7553729456384324,0.6661184210526316,0.6848592977049712,0.7594417077175698,0.6949013157894737,0.7124667206852644,0.17391304347826086
Ziziphus mucronata,0.7884841363102233,0.7125541125541126,0.7359605911330049,0.8153483499214248,0.789423076923077,0.8009265055715538,0.21739130434782608
Ziziphus spina-christi,0.6810109289617486,0.5779411764705882,0.5801018409714062,0.7342896174863388,0.7076271186440678,0.7192307692307692,0.5652173913043478
