Traits,plant type,plant type,plant type,phyllotaxis,phyllotaxis,phyllotaxis,trunk and root,trunk and root,trunk and root,latex,latex,latex,crown,crown,crown,stem shape,stem shape,stem shape,bark,bark,bark,bark color,bark color,bark color,leaf shape,leaf shape,leaf shape,petiole,petiole,petiole,leaf blade,leaf blade,leaf blade,leaf margin,leaf margin,leaf margin,leaf base,leaf base,leaf base,leaf apex,leaf apex,leaf apex,vein,vein,vein,tendril,tendril,tendril,spine,spine,spine,blade color,blade color,blade color,fruit,fruit,fruit,inflorescences,inflorescences,inflorescences,sexuality,sexuality,sexuality,flower color,flower color,flower color,flower shape,flower shape,flower shape
Species,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1
Celtis integrifolia,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.8,0.6666666666666666,0.625,0.8571428571428572,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.8333333333333333,0.75,0.7333333333333334,nan,nan,nan,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,nan,nan,nan,0.35714285714285715,0.4166666666666667,0.3846153846153846
Cissus populnea,1.0,1.0,1.0,0.25,0.25,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.375,0.375,0.375,nan,nan,nan
Cissus quadrangularis,0.75,0.9285714285714286,0.7948717948717948,0.25,0.25,0.25,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.8,0.6666666666666666,0.625,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.9444444444444444,0.75,0.803921568627451,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,0.75,0.875,0.7619047619047619,0.42857142857142855,0.42857142857142855,0.42857142857142855
Citrus aurantifolia,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.3,0.375,0.33333333333333326,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,0.6666666666666666,0.6666666666666666
Citrus grandis,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.375,0.3,0.33333333333333326,nan,nan,nan,0.25,0.16666666666666666,0.2,0.16666666666666666,0.25,0.2,0.8333333333333333,0.6666666666666666,0.65,0.375,0.375,0.375,nan,nan,nan,0.42857142857142855,0.42857142857142855,0.42857142857142855,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.9444444444444444,0.75,0.803921568627451,nan,nan,nan,nan,nan,nan,0.2857142857142857,0.4,0.3333333333333333
Citrus limon,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.3,0.375,0.33333333333333326,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.9444444444444444,0.75,0.803921568627451,0.6666666666666666,0.6666666666666666,0.5,nan,nan,nan,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.8571428571428572,0.6666666666666666,0.6666666666666666
Citrus reticulata,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.3,0.375,0.33333333333333326,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,nan,nan,nan,0.25,0.375,0.3,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3888888888888889,0.4375,0.411764705882353,1.0,1.0,1.0,0.875,0.75,0.7619047619047619,0.8571428571428572,0.6666666666666666,0.6666666666666666
Citrus sinensis,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,nan,nan,nan,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,nan,nan,nan
Clausena anisata,0.9166666666666667,0.8333333333333333,0.8545454545454545,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.75,0.7777777777777778,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9444444444444444,0.75,0.803921568627451,0.5,0.4166666666666667,0.45454545454545453,0.9375,0.8333333333333333,0.8666666666666667,0.8333333333333333,0.75,0.7333333333333334,nan,nan,nan,0.25,0.375,0.3,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.75,0.9444444444444444,0.803921568627451,nan,nan,nan,0.875,0.75,0.7619047619047619,1.0,1.0,1.0
Clerodendrum thyrsoideum,0.5666666666666667,0.5833333333333333,0.5636363636363636,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.25,0.16666666666666666,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9166666666666667,0.75,0.7878787878787878,0.42857142857142855,0.3333333333333333,0.375,0.5,0.25,0.3333333333333333,0.75,0.6666666666666666,0.5833333333333333,1.0,1.0,1.0
Cola cordifolia,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cola laurifolia,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan
Combretum aculeatum,0.9166666666666667,0.8333333333333333,0.8545454545454545,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.35714285714285715,0.4166666666666667,0.3846153846153846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.16666666666666666,0.3333333333333333,0.2222222222222222,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.75,0.6666666666666666,0.5833333333333333,1.0,1.0,1.0
Combretum adenogonium,0.9285714285714286,0.75,0.7948717948717948,0.5,0.3333333333333333,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.35714285714285715,0.4166666666666667,0.3846153846153846,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9444444444444444,0.803921568627451,0.8333333333333333,0.75,0.7333333333333334,nan,nan,nan,nan,nan,nan,0.375,0.375,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855
Combretum collinum,1.0,1.0,1.0,0.5,0.16666666666666666,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.7,0.625,0.48571428571428577,0.2857142857142857,0.4,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.375,0.3,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,0.3888888888888889,0.411764705882353,1.0,1.0,1.0,0.5833333333333333,0.5833333333333333,0.5833333333333333,1.0,1.0,1.0
Combretum glutinosum,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4,0.4,0.4000000000000001,1.0,1.0,1.0,nan,nan,nan,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.5833333333333333,0.5833333333333333,0.5833333333333333,nan,nan,nan
Combretum lecardii,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan
Combretum micranthum,0.7333333333333334,0.7333333333333334,0.7333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.75,0.803921568627451,nan,nan,nan,0.3333333333333333,0.3333333333333333,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.5,0.3333333333333333,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.75,0.875,0.7619047619047619,1.0,1.0,1.0
Combretum molle,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.75,0.75,0.6666666666666666,nan,nan,nan,nan,nan,nan,0.4,0.4,0.4000000000000001,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,0.75,0.6666666666666666,0.5833333333333333,nan,nan,nan
Combretum nigricans,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Combretum nioroense,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Combretum paniculatum,0.5666666666666667,0.5833333333333333,0.5636363636363636,0.75,0.75,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.375,0.3,0.33333333333333326,0.75,0.9285714285714286,0.7948717948717948,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.75,0.803921568627451,1.0,1.0,1.0,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.75,0.9285714285714286,0.7948717948717948
Combretum tomentosum,0.35714285714285715,0.4166666666666667,0.3846153846153846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2857142857142857,0.4,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan,nan,nan,nan,0.25,0.3333333333333333,0.28571428571428575,nan,nan,nan
Commiphora africana,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9285714285714286,0.75,0.7948717948717948,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,nan,nan,nan
Commiphora kerstingii,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8571428571428572,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,nan,nan,nan
Commiphora pedunculata,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.4,0.4,0.4000000000000001,0.4,0.4,0.4000000000000001,1.0,1.0,1.0,0.2,0.3333333333333333,0.25,0.2857142857142857,0.4,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.375,0.375,0.375,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.35714285714285715,0.4166666666666667,0.3846153846153846
Cordia africana,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.4,0.4,0.4000000000000001,1.0,1.0,1.0,0.5,0.5,0.48571428571428577,0.75,0.9285714285714286,0.7948717948717948,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.625,0.6000000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,nan,nan,nan,1.0,1.0,1.0,0.35714285714285715,0.4166666666666667,0.3846153846153846
Cordia myxa,0.9285714285714286,0.75,0.7948717948717948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.8,0.6666666666666666,0.625,0.9285714285714286,0.75,0.7948717948717948,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.6666666666666666,0.6875,nan,nan,nan,0.3333333333333333,0.3333333333333333,0.3333333333333333,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0
Cordia sinensis,0.9166666666666667,0.8333333333333333,0.8545454545454545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.7,0.625,0.48571428571428577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3888888888888889,0.4375,0.411764705882353,0.16666666666666666,0.25,0.2,nan,nan,nan,0.75,0.625,0.5333333333333333,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9285714285714286,0.75,0.7948717948717948
Cordyla pinnata,0.9285714285714286,0.75,0.7948717948717948,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9444444444444444,0.75,0.803921568627451,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.65,0.65,0.6500000000000001,nan,nan,nan,1.0,1.0,1.0,0.75,0.6666666666666666,0.5833333333333333,0.5833333333333333,0.5666666666666667,0.5636363636363636
Crateva adansonii,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.875,0.8333333333333333,0.8285714285714285,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4375,0.3888888888888889,0.411764705882353,0.5,0.3333333333333333,0.4,0.6904761904761905,0.6666666666666667,0.6703296703296704,1.0,1.0,1.0,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.75,0.875,0.7619047619047619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9166666666666667,0.7878787878787878,nan,nan,nan,nan,nan,nan,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855
Crescentia cujete,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.16666666666666666,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.1,0.25,0.14285714285714288,0.9285714285714286,0.75,0.7948717948717948,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,0.9285714285714286,0.75,0.7948717948717948
Crossopteryx febrifuga,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.9,0.75,0.7777777777777778,1.0,1.0,1.0,nan,nan,nan,0.9285714285714286,0.75,0.7948717948717948,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9444444444444444,0.803921568627451,nan,nan,nan,0.8333333333333333,0.75,0.7333333333333334,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.8333333333333333,0.8333333333333333,0.8,0.7857142857142857,0.625,0.5636363636363637
Croton gratissimus,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.2,0.3333333333333333,0.25,1.0,1.0,1.0,0.7,0.625,0.48571428571428577,nan,nan,nan,1.0,1.0,1.0,0.75,0.9,0.7777777777777778,nan,nan,nan,nan,nan,nan,0.6666666666666666,0.6666666666666666,0.5,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.5,0.25,0.3333333333333333,0.25,0.3333333333333333,0.28571428571428575,0.9285714285714286,0.75,0.7948717948717948
Croton macrostachyus,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.5,0.5,0.48571428571428577,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,0.75,0.9,0.7777777777777778,nan,nan,nan,0.8333333333333333,0.75,0.7333333333333334,1.0,1.0,1.0,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.875,0.75,0.7619047619047619,0.9285714285714286,0.75,0.7948717948717948
Croton psedopulchellus,0.75,0.9285714285714286,0.7948717948717948,0.25,0.25,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.4,0.4,0.4000000000000001,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.75,0.9444444444444444,0.803921568627451,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.4,0.3636363636363636,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.375,0.375,0.375,0.9285714285714286,0.75,0.7948717948717948
Cussonia arborea,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.9285714285714286,0.75,0.7948717948717948,1.0,1.0,1.0,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,0.6666666666666666,0.6666666666666666,0.5,nan,nan,nan,0.9166666666666667,0.75,0.7878787878787878,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.9444444444444444,0.75,0.803921568627451,1.0,1.0,1.0,0.875,0.75,0.7619047619047619,0.9285714285714286,0.75,0.7948717948717948
Cynometra vogelii,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dalbergia boehmii,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9444444444444444,0.75,0.803921568627451,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.3333333333333333,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855
Dalbergia melanoxylon,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.5666666666666667,0.5636363636363636,0.6875,0.6875,0.6875,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.375,0.375,0.375,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.75,0.803921568627451,0.5,0.25,0.3333333333333333,1.0,1.0,1.0,0.75,0.9285714285714286,0.7948717948717948
Dalbergia sissoo,0.9285714285714286,0.75,0.7948717948717948,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.375,0.3,0.33333333333333326,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.35714285714285715,0.4166666666666667,0.3846153846153846,1.0,1.0,1.0,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9166666666666667,0.75,0.7878787878787878,0.375,0.375,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855
Daniellia oliveri,0.9285714285714286,0.75,0.7948717948717948,1.0,1.0,1.0,nan,nan,nan,0.9,0.75,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.5833333333333333,0.8571428571428572,0.6666666666666666,0.6666666666666666
Delonix regia,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,0.25,0.3333333333333333,0.28571428571428575,0.4,0.4,0.4000000000000001,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.5833333333333333,0.5666666666666667,0.5636363636363636,1.0,1.0,1.0,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
