Traits,plant type,plant type,plant type,phyllotaxis,phyllotaxis,phyllotaxis,trunk and root,trunk and root,trunk and root,latex,latex,latex,crown,crown,crown,stem shape,stem shape,stem shape,bark,bark,bark,bark color,bark color,bark color,leaf shape,leaf shape,leaf shape,petiole,petiole,petiole,leaf blade,leaf blade,leaf blade,leaf margin,leaf margin,leaf margin,leaf base,leaf base,leaf base,leaf apex,leaf apex,leaf apex,vein,vein,vein,tendril,tendril,tendril,spine,spine,spine,blade color,blade color,blade color,fruit,fruit,fruit,inflorescences,inflorescences,inflorescences,sexuality,sexuality,sexuality,flower color,flower color,flower color,flower shape,flower shape,flower shape
Species,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1
Ficus thonningii,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.75,0.7619047619047619,1.0,1.0,1.0,0.4,0.4,0.4000000000000001,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.4166666666666667,0.35714285714285715,0.3846153846153846,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.8333333333333333,0.9375,0.8666666666666667,1.0,1.0,1.0,nan,nan,nan,0.55,0.5416666666666666,0.5333333333333332,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ficus trichopoda,1.0,1.0,1.0,nan,nan,nan,0.5833333333333333,0.5833333333333333,0.5833333333333333,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.8333333333333333,0.75,0.7333333333333334,nan,nan,nan,0.875,0.75,0.7619047619047619,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.42857142857142855,0.4615384615384615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ficus umbellata,0.8571428571428572,0.6666666666666666,0.6666666666666666,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.4,0.4,0.4000000000000001,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.3333333333333333,0.3333333333333333,0.3333333333333333,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ficus vallis-choudae,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.4,0.4,0.4000000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.4,0.4,0.4000000000000001,nan,nan,nan,0.5,0.125,0.2,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ficus vogelii,0.8571428571428572,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,nan,nan,nan,0.75,0.9,0.7777777777777778,nan,nan,nan,1.0,1.0,1.0,0.8,0.6666666666666666,0.625,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.375,0.375,0.375,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Flacourtia indica,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.9,0.75,0.7777777777777778,1.0,1.0,1.0,0.6,0.6,0.33333333333333337,0.2857142857142857,0.4,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.8571428571428572,0.6666666666666666,0.6666666666666666
Flueggea virosa,0.75,0.9285714285714286,0.7948717948717948,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.375,0.3,0.33333333333333326,0.35714285714285715,0.4166666666666667,0.3846153846153846,1.0,1.0,1.0,0.75,0.9,0.7777777777777778,1.0,1.0,1.0,nan,nan,nan,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4583333333333333,0.45,0.41666666666666663,0.375,0.375,0.375,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.75,0.9166666666666667,0.7878787878787878,0.9444444444444444,0.75,0.803921568627451,1.0,1.0,1.0,0.875,0.75,0.7619047619047619,0.42857142857142855,0.42857142857142855,0.42857142857142855
Garcinia livingstonei,1.0,1.0,1.0,0.25,0.25,0.25,nan,nan,nan,0.4,0.4,0.4000000000000001,nan,nan,nan,nan,nan,nan,0.5,0.5,0.48571428571428577,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,0.6666666666666666,0.8,0.625,nan,nan,nan,0.8333333333333333,0.75,0.7333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.375,0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.75,0.9166666666666667,0.7878787878787878,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0
Garcinia ovalifolia,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.6875,0.6875,0.6875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.75,0.7619047619047619,1.0,1.0,1.0
Gardenia aqualla,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.5,0.5,0.48571428571428577,nan,nan,nan,1.0,1.0,1.0,0.4,0.4,0.4000000000000001,0.9444444444444444,0.75,0.803921568627451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667
Gardenia erubescens,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.8,0.6666666666666666,0.625,0.35714285714285715,0.4166666666666667,0.3846153846153846,1.0,1.0,1.0,0.4,0.4,0.4000000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gardenia sokotensis,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.4,0.3636363636363636,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.9444444444444444,0.75,0.803921568627451,nan,nan,nan,0.875,0.75,0.7619047619047619,0.35714285714285715,0.4166666666666667,0.3846153846153846
Gardenia ternifolia,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.8,0.6666666666666666,0.625,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.9375,0.8333333333333333,0.8666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0
Gliricidia sepium,0.8571428571428572,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.75,0.9285714285714286,0.7948717948717948,0.9444444444444444,0.75,0.803921568627451,0.5,0.4166666666666667,0.45454545454545453,0.9444444444444444,0.75,0.803921568627451,nan,nan,nan,nan,nan,nan,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855
Gmelina arborea,0.9285714285714286,0.75,0.7948717948717948,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.3,0.375,0.33333333333333326,nan,nan,nan,1.0,1.0,1.0,0.625,0.625,0.625,0.3333333333333333,0.42857142857142855,0.375,0.8333333333333333,0.75,0.7333333333333334,0.5,0.5,0.5,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9166666666666667,0.75,0.7878787878787878,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan
Grewia barteri,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan
Grewia bicolor,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8571428571428572,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.6666666666666666,0.6875,0.8333333333333333,0.75,0.7333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666667,0.75,0.7878787878787878,0.8888888888888888,0.6666666666666666,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Grewia cissoides,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,nan,nan,nan
Grewia flavescens,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.8,0.6666666666666666,0.625,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.5952380952380952,0.6,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.75,0.875,0.7619047619047619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666667,0.75,0.7878787878787878,0.8888888888888888,0.6666666666666666,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan
Grewia lasiodiscus,0.9166666666666667,0.8333333333333333,0.8545454545454545,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35714285714285715,0.4166666666666667,0.3846153846153846,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.8333333333333333,0.75,0.7333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666667,0.75,0.7878787878787878,nan,nan,nan,1.0,1.0,1.0,0.375,0.375,0.375,nan,nan,nan
Grewia tenax,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.25,0.25,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.5952380952380952,0.625,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666667,0.75,0.7878787878787878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.75,0.7948717948717948
Grewia venusta,0.8571428571428572,0.6666666666666666,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Grewia villosa,0.35714285714285715,0.4166666666666667,0.3846153846153846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8,0.6666666666666666,0.625,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.375,0.3,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666667,0.75,0.7878787878787878,0.9444444444444444,0.75,0.803921568627451,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
Guibourtia copallifera,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,0.25,0.3333333333333333,0.28571428571428575,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Guiera senegalensis,0.35714285714285715,0.4166666666666667,0.3846153846153846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.75,0.803921568627451,1.0,1.0,1.0,0.16666666666666666,0.25,0.2,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.42857142857142855,0.4615384615384615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gymnema sylvestre,0.75,0.9285714285714286,0.7948717948717948,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9444444444444444,0.803921568627451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.25,0.3333333333333333,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.75,0.803921568627451,nan,nan,nan,0.875,0.75,0.7619047619047619,1.0,1.0,1.0
Gyrocarpus americanus ssp. pinnatilobus,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Haematostaphis barteri,0.9285714285714286,0.75,0.7948717948717948,0.25,0.25,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3888888888888889,0.4375,0.411764705882353,0.5,0.4166666666666667,0.45454545454545453,0.9444444444444444,0.75,0.803921568627451,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.25,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
Hannoa undulata,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,nan,nan,nan
Harungana madagascariensis,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.9444444444444444,0.75,0.803921568627451,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.25,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hexalobus monopetalus,0.8333333333333333,0.9166666666666667,0.8545454545454545,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.625,0.625,0.75,0.9444444444444444,0.803921568627451,nan,nan,nan,0.8333333333333333,0.75,0.7333333333333334,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.42857142857142855,0.4615384615384615,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.375,0.375,1.0,1.0,1.0
Holarrhena floribunda,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.35714285714285715,0.4166666666666667,0.3846153846153846,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.75,0.7948717948717948
Hoslundia opposita,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.75,0.75,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.4,0.4,0.4000000000000001,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.8333333333333333,0.6666666666666666,0.65,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.75,0.803921568627451,nan,nan,nan,0.75,0.6666666666666666,0.5833333333333333,0.9285714285714286,0.75,0.7948717948717948
Hymenocardia acida,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,0.48571428571428577,0.25,0.3,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9444444444444444,0.803921568627451,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666667,0.75,0.7878787878787878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.9166666666666667,0.7878787878787878,nan,nan,nan,1.0,1.0,1.0,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667
Hymenocardia heudelotii,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
Hyphaene thebaica,0.4166666666666667,0.35714285714285715,0.3846153846153846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.4375,0.4666666666666667,0.5,0.45,0.4736842105263158,0.5,0.4166666666666667,0.45454545454545453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.4,0.4444444444444445,0.5,0.25,0.3333333333333333,nan,nan,nan,0.5,0.25,0.3333333333333333,0.5,0.42857142857142855,0.4615384615384615,nan,nan,nan,nan,nan,nan,0.5,0.4,0.4444444444444445,0.5,0.4375,0.4666666666666667
Ipomoea carnea ssp. fistulosa,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.35714285714285715,0.4166666666666667,0.3846153846153846,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333333,0.65,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.75,0.803921568627451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Isoberlinia doka,0.9285714285714286,0.75,0.7948717948717948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,0.5,0.4166666666666667,0.45454545454545453,0.8888888888888888,0.6666666666666666,0.6875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0
Isoberlinia tomentosa,1.0,1.0,1.0,0.25,0.25,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.75,0.9444444444444444,0.803921568627451,0.5,0.4166666666666667,0.45454545454545453,0.9444444444444444,0.75,0.803921568627451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0
Ixora brachypoda,0.6666666666666667,0.6666666666666667,0.6666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9,0.75,0.7777777777777778,0.9444444444444444,0.75,0.803921568627451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.35714285714285715,0.4166666666666667,0.3846153846153846
Jasminum dichotomum,0.35714285714285715,0.4166666666666667,0.3846153846153846,0.0,0.0,0.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.8,0.6666666666666666,0.625,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,1.0,1.0,1.0,0.9166666666666667,0.75,0.7878787878787878,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,0.75,0.875,0.7619047619047619,0.9166666666666667,0.8333333333333333,0.8545454545454545
Jasminum obtusifolium,0.35714285714285715,0.4166666666666667,0.3846153846153846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.875,0.75,0.7619047619047619,nan,nan,nan
Jatropha curcas,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,nan,nan,nan,0.9,0.75,0.7777777777777778,nan,nan,nan,1.0,1.0,1.0,0.7,0.625,0.48571428571428577,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9444444444444444,0.803921568627451,nan,nan,nan,1.0,1.0,1.0,0.8333333333333333,0.6666666666666666,0.65,0.375,0.375,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5,0.25,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.8,1.0,1.0,1.0
Jatropha gossypiifolia,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.6666666666666666,0.8,0.625,1.0,1.0,1.0,0.8333333333333333,0.75,0.7333333333333334,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.25,0.5,0.3333333333333333,1.0,1.0,1.0,0.4375,0.3888888888888889,0.411764705882353,nan,nan,nan,0.75,0.6666666666666666,0.5833333333333333,1.0,1.0,1.0
